commenter,comment,commenter_profile_url,like_count,reply_parent_id,date_published,title,link,source,cleaned_text,video_id
@orlandoestrella9185,"Dizon should not only focus on davao and cebu, equally important is ilocos norte's ghost flood control project....fully paid as per chavit",http://www.youtube.com/@orlandoestrella9185,1,,2025-11-07T11:09:28Z,Dizon: ICI has begun investigating Cebu flood control projects | ANC,https://www.youtube.com/watch?v=F8SKKPwA4jI,youtube,"Dizon should not only focus on davao and cebu, equally important is ilocos norte's ghost flood control project....fully paid as per chavit",F8SKKPwA4jI
@soytitv4114,"Approved pa more sa mga subdivision development . Lumiit lalo ang ilog at problema pa ang mga illegal structure, illegal logging..Yun ILOG naging KANAL ang laki 🙄",http://www.youtube.com/@soytitv4114,2,,2025-11-07T11:08:52Z,Dizon: ICI has begun investigating Cebu flood control projects | ANC,https://www.youtube.com/watch?v=F8SKKPwA4jI,youtube,"Approved pa more sa mga subdivision development . Lumiit lalo ang ilog at problema pa ang mga illegal structure, illegal logging..Yun ILOG naging KANAL ang laki",F8SKKPwA4jI
@PedroBanyaao,To estimate flood control consider 5 ton weight of wood that is the force strike flood control,http://www.youtube.com/@PedroBanyaao,0,,2025-11-07T11:03:33Z,Dizon: ICI has begun investigating Cebu flood control projects | ANC,https://www.youtube.com/watch?v=F8SKKPwA4jI,youtube,To estimate flood control consider 5 ton weight of wood that is the force strike flood control,F8SKKPwA4jI
@seanporseur0918,Oh bakit sa Cebu na kayo nag-iimbestiga??? Di ba dedicated kayo na sa Davao City lang mag conduct ng Flood control controversy??,http://www.youtube.com/@seanporseur0918,0,,2025-11-07T10:40:58Z,Dizon: ICI has begun investigating Cebu flood control projects | ANC,https://www.youtube.com/watch?v=F8SKKPwA4jI,youtube,Oh bakit sa Cebu na kayo nag-iimbestiga??? Di ba dedicated kayo na sa Davao City lang mag conduct ng Flood control controversy??,F8SKKPwA4jI
@ernestoaboy7542,Substandard ang mga gawa ng flood control dyan sa  Cebu kaya di ma control ang baha at madaling masira ang masama pa yun bundok dyan sinira,http://www.youtube.com/@ernestoaboy7542,1,,2025-11-07T10:32:53Z,Dizon: ICI has begun investigating Cebu flood control projects | ANC,https://www.youtube.com/watch?v=F8SKKPwA4jI,youtube,Substandard ang mga gawa ng flood control dyan sa Cebu kaya di ma control ang baha at madaling masira ang masama pa yun bundok dyan sinira,F8SKKPwA4jI
@stephanieprescott3530,Can you invite Slater Young to your show and interview him about his Monterrazas project that allegedly caused floods in nearby areas?,http://www.youtube.com/@stephanieprescott3530,2,,2025-11-07T10:30:45Z,Dizon: ICI has begun investigating Cebu flood control projects | ANC,https://www.youtube.com/watch?v=F8SKKPwA4jI,youtube,Can you invite Slater Young to your show and interview him about his Monterrazas project that allegedly caused floods in nearby areas?,F8SKKPwA4jI
@llothar68,"Flood mitigation projects planned based on normal rainfall,  yeah, sure. We all know that they planned low for a high budget so a lot could go other ways. As long as nobody gets arrested and no money confiscated they won and are laughing at the funerals of normal people.",http://www.youtube.com/@llothar68,0,,2025-11-07T10:23:55Z,Dizon: ICI has begun investigating Cebu flood control projects | ANC,https://www.youtube.com/watch?v=F8SKKPwA4jI,youtube,"Flood mitigation projects planned based on normal rainfall, yeah, sure. We all know that they planned low for a high budget so a lot could go other ways. As long as nobody gets arrested and no money confiscated they won and are laughing at the funerals of normal people.",F8SKKPwA4jI
@JoelralphBalignasay-r7i,Let's have those people's involved to be placed in caged,http://www.youtube.com/@JoelralphBalignasay-r7i,0,,2025-11-07T10:15:04Z,Dizon: ICI has begun investigating Cebu flood control projects | ANC,https://www.youtube.com/watch?v=F8SKKPwA4jI,youtube,Let's have those people's involved to be placed in caged,F8SKKPwA4jI
@RFA1988,Death penalty for corrupt officials,http://www.youtube.com/@RFA1988,0,,2025-11-07T10:05:53Z,Dizon: ICI has begun investigating Cebu flood control projects | ANC,https://www.youtube.com/watch?v=F8SKKPwA4jI,youtube,Death penalty for corrupt officials,F8SKKPwA4jI
@diazroberto68,Frankly NO STUDY WAS DONE,http://www.youtube.com/@diazroberto68,1,,2025-11-07T10:01:37Z,Dizon: ICI has begun investigating Cebu flood control projects | ANC,https://www.youtube.com/watch?v=F8SKKPwA4jI,youtube,Frankly NO STUDY WAS DONE,F8SKKPwA4jI
@RodelioJamil,"ICI.. what the Phil needs is,,, Bitay,,,",http://www.youtube.com/@RodelioJamil,2,,2025-11-07T10:00:51Z,Dizon: ICI has begun investigating Cebu flood control projects | ANC,https://www.youtube.com/watch?v=F8SKKPwA4jI,youtube,"ICI.. what the Phil needs is,,, Bitay,,,",F8SKKPwA4jI
@alexdw9ifj101,"Mr. Dizon, what planning? At start the plan was to plunder the budget.. kunwari lang planing-planning but eventually budget gone like a smoke.. Good luck to us all.",http://www.youtube.com/@alexdw9ifj101,1,,2025-11-07T09:50:45Z,Dizon: ICI has begun investigating Cebu flood control projects | ANC,https://www.youtube.com/watch?v=F8SKKPwA4jI,youtube,"Mr. Dizon, what planning? At start the plan was to plunder the budget.. kunwari lang planing-planning but eventually budget gone like a smoke.. Good luck to us all.",F8SKKPwA4jI
@gbntel8028,Ano na Ang nangyari sa QM Builders Wala pa bang resultå sa invistigasyon? Ang dating district engineer na dati na assign sa 6th engineering district na Ngayon nasa Cebu city na...maraming sasakyan Marami pang bahay Ang Asawa Nyan contractor behind the scene..umpisahan na Ang imbistigasyun ng DE na ito from Mindanao dating Kapatid nañg undersecretary nañg DPWH central office.,http://www.youtube.com/@gbntel8028,1,,2025-11-07T09:49:52Z,Dizon: ICI has begun investigating Cebu flood control projects | ANC,https://www.youtube.com/watch?v=F8SKKPwA4jI,youtube,Ano na Ang nangyari sa QM Builders Wala pa bang resultå sa invistigasyon? Ang dating district engineer na dati na assign sa 6th engineering district na Ngayon nasa Cebu city na...maraming sasakyan Marami pang bahay Ang Asawa Nyan contractor behind the scene..umpisahan na Ang imbistigasyun ng DE na ito from Mindanao dating Kapatid nañg undersecretary nañg DPWH central office.,F8SKKPwA4jI
@jamalbaguan8386,"Yan ang naging resulta ng Ghost Projects at Substandard Projects ng DPWH Flash Floods tuwing bagyo. Kawawang mga biktima sa flash flood pero yung mga DPWH opesyales, contractor at mga politiko na nasa Senado at Kongresso ayahay ang buhay dahil busog na sa Flashflood Funds.",http://www.youtube.com/@jamalbaguan8386,1,,2025-11-07T09:34:14Z,Dizon: ICI has begun investigating Cebu flood control projects | ANC,https://www.youtube.com/watch?v=F8SKKPwA4jI,youtube,"Yan ang naging resulta ng Ghost Projects at Substandard Projects ng DPWH Flash Floods tuwing bagyo. Kawawang mga biktima sa flash flood pero yung mga DPWH opesyales, contractor at mga politiko na nasa Senado at Kongresso ayahay ang buhay dahil busog na sa Flashflood Funds.",F8SKKPwA4jI
@Antonio-g8r,Napakaliit o makitid  ang flood control project at hindi kakayanin ang ang biglaang dating ng volume ng tubig,http://www.youtube.com/@Antonio-g8r,4,,2025-11-07T09:19:54Z,Dizon: ICI has begun investigating Cebu flood control projects | ANC,https://www.youtube.com/watch?v=F8SKKPwA4jI,youtube,Napakaliit o makitid ang flood control project at hindi kakayanin ang ang biglaang dating ng volume ng tubig,F8SKKPwA4jI
@EdwinQuimiguing,Ilang buhay pb ang msasakripisyo ng dhil s mga buwayang ngnakaw ng pera ng mmmyang pilipino ? Kwawang mga mmmyan n ngbuwis ng buhay ng dhil s trahedyang dulot ng ktiwalian !! Nsaan n ang puso nyo !!!!,http://www.youtube.com/@EdwinQuimiguing,0,,2025-11-07T09:15:01Z,Dizon: ICI has begun investigating Cebu flood control projects | ANC,https://www.youtube.com/watch?v=F8SKKPwA4jI,youtube,Ilang buhay pb ang msasakripisyo ng dhil s mga buwayang ngnakaw ng pera ng mmmyang pilipino ? Kwawang mga mmmyan n ngbuwis ng buhay ng dhil s trahedyang dulot ng ktiwalian !! Nsaan n ang puso nyo !!!!,F8SKKPwA4jI
@ErwinBaquial,Congresswoman in Bohol has become richer than the Ayalas buying hotels as if pieces of candies,http://www.youtube.com/@ErwinBaquial,1,,2025-11-07T09:14:09Z,Dizon: ICI has begun investigating Cebu flood control projects | ANC,https://www.youtube.com/watch?v=F8SKKPwA4jI,youtube,Congresswoman in Bohol has become richer than the Ayalas buying hotels as if pieces of candies,F8SKKPwA4jI
@ErwinBaquial,Ang Bohol?,http://www.youtube.com/@ErwinBaquial,0,,2025-11-07T09:11:49Z,Dizon: ICI has begun investigating Cebu flood control projects | ANC,https://www.youtube.com/watch?v=F8SKKPwA4jI,youtube,Ang Bohol?,F8SKKPwA4jI
@YawYan_fighterAlex,"Based on reports from DPWH :
The reported P26 billion flood control budget for Cebu from 2022 to 2025 covers a large number of infrastructure projects, though the effectiveness of these projects is currently under intense scrutiny due to severe flooding. Data suggests that around 414 flood control projects were undertaken across Cebu Province from 2022 to 2025, amounting to approximately P26.7 billion.",http://www.youtube.com/@YawYan_fighterAlex,0,,2025-11-11T12:36:51Z,DPWH Sec. Dizon: Flood control projects in Cebu will be prioritized | ANC,https://www.youtube.com/watch?v=aJkORsfAAW0,youtube,"Based on reports from DPWH : The reported P26 billion flood control budget for Cebu from 2022 to 2025 covers a large number of infrastructure projects, though the effectiveness of these projects is currently under intense scrutiny due to severe flooding. Data suggests that around 414 flood control projects were undertaken across Cebu Province from 2022 to 2025, amounting to approximately P26.7 billion.",aJkORsfAAW0
@rosscullen3992,https://youtube.com/shorts/l3N1vABq0K4?si=0WqO_5bNsNWTrPLg😊,http://www.youtube.com/@rosscullen3992,0,,2025-11-11T10:49:59Z,DPWH Sec. Dizon: Flood control projects in Cebu will be prioritized | ANC,https://www.youtube.com/watch?v=aJkORsfAAW0,youtube,,aJkORsfAAW0
@angelcamay947,Huli naaa!!!,http://www.youtube.com/@angelcamay947,0,,2025-11-11T03:19:13Z,DPWH Sec. Dizon: Flood control projects in Cebu will be prioritized | ANC,https://www.youtube.com/watch?v=aJkORsfAAW0,youtube,Huli naaa!!!,aJkORsfAAW0
@Josh-j3o1d,Waiting over 100 days and seeing nothing is frustrating. Accountability shouldn’t take this long.,http://www.youtube.com/@Josh-j3o1d,0,,2025-11-10T10:16:07Z,DPWH Sec. Dizon: Flood control projects in Cebu will be prioritized | ANC,https://www.youtube.com/watch?v=aJkORsfAAW0,youtube,Waiting over 100 days and seeing nothing is frustrating. Accountability shouldn’t take this long.,aJkORsfAAW0
@Josh-j3o1d,"Wala paring nakukulong, mga bwesit",http://www.youtube.com/@Josh-j3o1d,0,,2025-11-10T10:15:58Z,DPWH Sec. Dizon: Flood control projects in Cebu will be prioritized | ANC,https://www.youtube.com/watch?v=aJkORsfAAW0,youtube,"Wala paring nakukulong, mga bwesit",aJkORsfAAW0
@julietosllovit,Pero mayroon akong ipag yayabang saaming probinsya camarenis Norte flood control egay tallado kayo ang mag salita,http://www.youtube.com/@julietosllovit,0,,2025-11-10T05:34:44Z,DPWH Sec. Dizon: Flood control projects in Cebu will be prioritized | ANC,https://www.youtube.com/watch?v=aJkORsfAAW0,youtube,Pero mayroon akong ipag yayabang saaming probinsya camarenis Norte flood control egay tallado kayo ang mag salita,aJkORsfAAW0
@julietosllovit,Iso na iyan bayad kayo you wait untill you became a congresman,http://www.youtube.com/@julietosllovit,0,,2025-11-10T05:31:06Z,DPWH Sec. Dizon: Flood control projects in Cebu will be prioritized | ANC,https://www.youtube.com/watch?v=aJkORsfAAW0,youtube,Iso na iyan bayad kayo you wait untill you became a congresman,aJkORsfAAW0
@julietosllovit,Ibinoto.ninyo magtiis kayo,http://www.youtube.com/@julietosllovit,0,,2025-11-10T05:29:16Z,DPWH Sec. Dizon: Flood control projects in Cebu will be prioritized | ANC,https://www.youtube.com/watch?v=aJkORsfAAW0,youtube,Ibinoto.ninyo magtiis kayo,aJkORsfAAW0
@MsPinkCrusader,Weeh tagal mo Sec Dizon. Pa drama drama ka,http://www.youtube.com/@MsPinkCrusader,0,,2025-11-09T17:19:17Z,DPWH Sec. Dizon: Flood control projects in Cebu will be prioritized | ANC,https://www.youtube.com/watch?v=aJkORsfAAW0,youtube,Weeh tagal mo Sec Dizon. Pa drama drama ka,aJkORsfAAW0
@sniperhitman8725,Daming kurakot na senador,http://www.youtube.com/@sniperhitman8725,0,,2025-11-09T10:46:12Z,DPWH Sec. Dizon: Flood control projects in Cebu will be prioritized | ANC,https://www.youtube.com/watch?v=aJkORsfAAW0,youtube,Daming kurakot na senador,aJkORsfAAW0
@humbertclovistai1979,Ka Duterte panahon dghan ghost project,http://www.youtube.com/@humbertclovistai1979,0,,2025-11-09T09:28:22Z,DPWH Sec. Dizon: Flood control projects in Cebu will be prioritized | ANC,https://www.youtube.com/watch?v=aJkORsfAAW0,youtube,Ka Duterte panahon dghan ghost project,aJkORsfAAW0
@carinvelez3106,Mga walang kwenta...Hanggang ngayun Wala paring napaparusahan.....,http://www.youtube.com/@carinvelez3106,0,,2025-11-09T03:23:57Z,DPWH Sec. Dizon: Flood control projects in Cebu will be prioritized | ANC,https://www.youtube.com/watch?v=aJkORsfAAW0,youtube,Mga walang kwenta...Hanggang ngayun Wala paring napaparusahan.....,aJkORsfAAW0
@HDStyle21,"Wala ba kayo napapansin Pano nililishi ang issue?
1. Slater Young - Kahit dumaan sa tamang proseso at binigyang ng permit
2.  Dolomite -dumaan sa tamng prosesso at nawala nag basura
3 Senador na Sinacrfice - easy target. Sen. Villanueva, Jinggoy
4 Davao at Duterte - Obvious naman.
Ngayon, Nepo Babies Relaxing, Real Culprit Nasa Abroad tumatawa, Romualdez still free.",http://www.youtube.com/@HDStyle21,1,,2025-11-09T03:16:37Z,DPWH Sec. Dizon: Flood control projects in Cebu will be prioritized | ANC,https://www.youtube.com/watch?v=aJkORsfAAW0,youtube,"Wala ba kayo napapansin Pano nililishi ang issue? 1. Slater Young - Kahit dumaan sa tamang proseso at binigyang ng permit 2. Dolomite -dumaan sa tamng prosesso at nawala nag basura 3 Senador na Sinacrfice - easy target. Sen. Villanueva, Jinggoy 4 Davao at Duterte - Obvious naman. Ngayon, Nepo Babies Relaxing, Real Culprit Nasa Abroad tumatawa, Romualdez still free.",aJkORsfAAW0
@HDStyle21,"Spelling natin in two words ang ISSUE “Flood CONTROL!”  Slater Young and Dolomit, Sisishin para i ILIHIS ang Katiwalian Issue!",http://www.youtube.com/@HDStyle21,1,,2025-11-09T03:11:55Z,DPWH Sec. Dizon: Flood control projects in Cebu will be prioritized | ANC,https://www.youtube.com/watch?v=aJkORsfAAW0,youtube,"Spelling natin in two words ang ISSUE “Flood CONTROL!” Slater Young and Dolomit, Sisishin para i ILIHIS ang Katiwalian Issue!",aJkORsfAAW0
@jojovix2959,"Wala paren😂 nakukulong na Congressman, Senate, at kung sinomang mga pumirma sa mga approve projects. Wag na magturuan, Leadership in our country should take responsiblity, kahit sorry is unacceptable. GOVERNMENT OFFICIALS spend our tax money to travel abroad and supposed to learn something and bring ideas over here, bit instead they all thought it is right to make it their Personal Allowance.. Shameless Politicians, sampal nyo kay Recto ang putik wag na magbayad ng tax.",http://www.youtube.com/@jojovix2959,0,,2025-11-08T17:31:59Z,DPWH Sec. Dizon: Flood control projects in Cebu will be prioritized | ANC,https://www.youtube.com/watch?v=aJkORsfAAW0,youtube,"Wala paren nakukulong na Congressman, Senate, at kung sinomang mga pumirma sa mga approve projects. Wag na magturuan, Leadership in our country should take responsiblity, kahit sorry is unacceptable. GOVERNMENT OFFICIALS spend our tax money to travel abroad and supposed to learn something and bring ideas over here, bit instead they all thought it is right to make it their Personal Allowance.. Shameless Politicians, sampal nyo kay Recto ang putik wag na magbayad ng tax.",aJkORsfAAW0
@menimanimarian,"lagi naman may dapat managot, gang ngaun wala naman nananagot, malayang malaya pa sila.",http://www.youtube.com/@menimanimarian,0,,2025-11-08T10:46:36Z,DPWH Sec. Dizon: Flood control projects in Cebu will be prioritized | ANC,https://www.youtube.com/watch?v=aJkORsfAAW0,youtube,"lagi naman may dapat managot, gang ngaun wala naman nananagot, malayang malaya pa sila.",aJkORsfAAW0
@RoelNambatac-r5l1i,DAPAT IKULONG C GWENDOLYN GARCIA.,http://www.youtube.com/@RoelNambatac-r5l1i,0,,2025-11-08T04:53:20Z,DPWH Sec. Dizon: Flood control projects in Cebu will be prioritized | ANC,https://www.youtube.com/watch?v=aJkORsfAAW0,youtube,DAPAT IKULONG C GWENDOLYN GARCIA.,aJkORsfAAW0
@min.bro.daleward7064,Walang flood Water Control tanging diversion at direksyon ng daloy nito.. Nature will Win ever time...,http://www.youtube.com/@min.bro.daleward7064,0,,2025-11-08T02:27:24Z,DPWH Sec. Dizon: Flood control projects in Cebu will be prioritized | ANC,https://www.youtube.com/watch?v=aJkORsfAAW0,youtube,Walang flood Water Control tanging diversion at direksyon ng daloy nito.. Nature will Win ever time...,aJkORsfAAW0
@erwin5465,"Corruption should no longer be left solely to local governments—it’s a crime that impacts millions and should fall under the jurisdiction of the ICC. When corrupt officials are imprisoned only to be released once a new administration takes over, justice is never truly served. It’s time for the International Criminal Court to take a stand and treat large-scale corruption as a crime against humanity, ensuring accountability that transcends politics and borders.",http://www.youtube.com/@erwin5465,0,,2025-11-08T00:23:40Z,DPWH Sec. Dizon: Flood control projects in Cebu will be prioritized | ANC,https://www.youtube.com/watch?v=aJkORsfAAW0,youtube,"Corruption should no longer be left solely to local governments—it’s a crime that impacts millions and should fall under the jurisdiction of the ICC. When corrupt officials are imprisoned only to be released once a new administration takes over, justice is never truly served. It’s time for the International Criminal Court to take a stand and treat large-scale corruption as a crime against humanity, ensuring accountability that transcends politics and borders.",aJkORsfAAW0
@jenniferjones4249,"I hope Filipinos learn from this and, and in the next election,  vote for leaders who serve the Filipino people honestly and sincerely.",http://www.youtube.com/@jenniferjones4249,1,,2025-11-07T22:37:59Z,DPWH Sec. Dizon: Flood control projects in Cebu will be prioritized | ANC,https://www.youtube.com/watch?v=aJkORsfAAW0,youtube,"I hope Filipinos learn from this and, and in the next election, vote for leaders who serve the Filipino people honestly and sincerely.",aJkORsfAAW0
@a22fc,WE WANT ACCOUNTABILITY!! WE WANT SOMEONE'S HEAD!! JUSTICE FOR CEBU!!!,http://www.youtube.com/@a22fc,0,,2025-11-07T21:01:07Z,DPWH Sec. Dizon: Flood control projects in Cebu will be prioritized | ANC,https://www.youtube.com/watch?v=aJkORsfAAW0,youtube,WE WANT ACCOUNTABILITY!! WE WANT SOMEONE'S HEAD!! JUSTICE FOR CEBU!!!,aJkORsfAAW0
@Dragon-pp1wj,"Philippines will
Never change for the 50% of its population which is some of the poorest in the World. The reason, CORRUPTION in the government.",http://www.youtube.com/@Dragon-pp1wj,0,,2025-11-07T19:55:29Z,DPWH Sec. Dizon: Flood control projects in Cebu will be prioritized | ANC,https://www.youtube.com/watch?v=aJkORsfAAW0,youtube,"Philippines will Never change for the 50% of its population which is some of the poorest in the World. The reason, CORRUPTION in the government.",aJkORsfAAW0
@archmichael04,"philippine government is, has always been, and will always be trash!",http://www.youtube.com/@archmichael04,0,,2025-11-07T19:42:59Z,DPWH Sec. Dizon: Flood control projects in Cebu will be prioritized | ANC,https://www.youtube.com/watch?v=aJkORsfAAW0,youtube,"philippine government is, has always been, and will always be trash!",aJkORsfAAW0
@Bobby.....G-1,Kaya ma Divert ang Tubig at mabawasan baha if tama ang flood control po,http://www.youtube.com/@Bobby.....G-1,1,,2025-11-07T19:14:57Z,DPWH Sec. Dizon: Flood control projects in Cebu will be prioritized | ANC,https://www.youtube.com/watch?v=aJkORsfAAW0,youtube,Kaya ma Divert ang Tubig at mabawasan baha if tama ang flood control po,aJkORsfAAW0
@PoginaPinoy,Ano na ang nangyari sa flood control project? Hangang ngayon wala pang nakulong?,http://www.youtube.com/@PoginaPinoy,0,,2025-11-07T14:18:50Z,DPWH Sec. Dizon: Flood control projects in Cebu will be prioritized | ANC,https://www.youtube.com/watch?v=aJkORsfAAW0,youtube,Ano na ang nangyari sa flood control project? Hangang ngayon wala pang nakulong?,aJkORsfAAW0
@SN57ONE,Lahatin nyo na lang. You can't create teams for other provinces?,http://www.youtube.com/@SN57ONE,0,,2025-11-07T12:01:35Z,DPWH Sec. Dizon: Flood control projects in Cebu will be prioritized | ANC,https://www.youtube.com/watch?v=aJkORsfAAW0,youtube,Lahatin nyo na lang. You can't create teams for other provinces?,aJkORsfAAW0
